Unnamed: 0,POS_sentence,POS_word,base,dep,freq,function,index_s,ld20,length,open,story,type,v_onset,word,xmax,xmin,local_freq,entropy,isV,isN,isC,is_key,is_key_and_C,duration,freq_binary,freq_quart,sc_onset,ivc_avg,Entropy_Roark,Surprisal_Roark,env_avg
3233,NN,N,Kind,4.0,8.0,pred,6.0,1.5,0.32,0.0,15.0,low,5.27,Kind,5.52,5.2,0.004207921,5.700000000000001e-06,0,1,1,0,0,0.3199999999999994,1,3,828.8878,-0.6689151100781858,7.709,8.406,-0.45454663172125404
3234,PPER,PRO,er,2.0,3.0,subj,1.0,1.15,0.21,1.0,15.0,low,6.53,Er,6.74,6.53,0.025,2.28e-05,0,1,0,0,0,0.21,0,2,830.1478,-0.7121581810763601,5.939,1.432,2.149104579869508
3235,VVFIN,V,arbeiten,0.0,8.0,root,2.0,3.25,0.58,0.0,15.0,low,6.74,arbeitete,7.32,6.74,0.000247525,5.09e-07,1,1,1,0,0,0.5800000000000001,1,3,830.3578,-0.6400595677877656,5.791,9.246,1.7149485969708158
3236,PRF,PRO,sie,2.0,3.0,obja,3.0,1.4,0.23,0.0,15.0,low,7.32,sich,7.55,7.32,0.016831683,1.7e-05,0,1,0,0,0,0.22999999999999954,0,2,830.9378,-0.060561970452742135,5.355,0.015,-0.05601885544192866
3237,KOKOM,KOKOM,wie,2.0,3.0,kom,4.0,1.5,0.24,0.0,15.0,low,7.66,wie,7.79,7.55,0.01039604,1.18e-05,0,0,0,0,0,0.2400000000000002,0,2,831.2778,0.8670849427601607,5.456,0.6409999999999999,0.1843381529948983
3238,ART,ART,eine,6.0,3.0,det,5.0,1.0,0.19,1.0,15.0,low,7.79,ein,7.98,7.79,0.018564356,1.83e-05,0,0,0,0,0,0.1900000000000004,0,2,831.4078,0.5144632096875743,5.191,1.979,1.1603713289590087
3239,NN,N,Schwimmende,4.0,18.0,cj,6.0,2.95,0.64,0.0,15.0,low,8.2,Schwimmender,8.69,8.05,0.000247525,5.09e-07,0,1,1,1,1,0.6399999999999988,1,4,831.8178,0.4765606656432948,8.146,1.821,1.169066187597635
3240,APPR,PREP,gegen,6.0,4.0,pp,7.0,1.5,0.23,0.0,15.0,low,8.72,gegen,8.92,8.69,0.000742574,1.32e-06,0,0,0,0,0,0.23000000000000045,0,2,832.3378,0.22447425455374664,6.359,3.802,0.6099673063377886
3241,ART,ART,die,9.0,0.0,det,8.0,1.25,0.14,1.0,15.0,low,8.95,den,9.06,8.92,0.109653465,6e-05,0,0,0,0,0,0.14000000000000054,0,1,832.5678,0.29705946647044523,5.9979999999999976,1.5019999999999998,0.6237393753125062
3242,NN,N,Strom,7.0,9.0,pn,9.0,1.85,0.56,0.0,15.0,low,9.34,Strom,9.62,9.06,0.000247525,5.09e-07,0,1,1,0,0,0.5599999999999987,1,3,832.9578,0.3433102232646107,7.841,8.97,0.8640045505125884
3243,ADV,ADV,vorwärts,2.0,12.0,adv,10.0,2.5,0.63,0.0,15.0,low,9.62,vorwärts,10.25,9.62,0.000742574,1.32e-06,1,1,1,0,0,0.6300000000000008,1,4,833.2378,0.6034415986556333,5.711,2.6010000000000004,0.10613311716958806
3244,PPER,PRO,er,13.0,3.0,subj,12.0,1.15,0.18,1.0,15.0,low,10.45,er,10.63,10.45,0.025,2.28e-05,0,1,0,0,0,0.1800000000000015,0,2,834.0678,1.7831435364975865,4.438,1.1840000000000002,2.1339713763843413
3245,VVFIN,V,fallen,0.0,9.0,root,13.0,1.4,0.31,0.0,15.0,low,10.68,fiel,10.99,10.68,0.001980198,3.05e-06,1,1,1,1,1,0.3100000000000005,1,3,834.2977999999997,1.789582642510859,4.961,6.857,1.1917097156603724
3246,APPR,PREP,zwischen,13.0,5.0,pp,14.0,1.85,0.38,0.0,15.0,low,11.08,zwischen,11.37,10.99,0.0014851489999999998,2.39e-06,0,0,0,0,0,0.37999999999999895,0,2,834.6978,0.38640046456353255,5.375,5.537000000000001,0.2785516795592288
3247,CARD,CARD,zwei,16.0,5.0,attr,15.0,1.85,0.24,1.0,15.0,low,11.48,zwei,11.61,11.37,0.00049505,9.33e-07,0,1,1,0,0,0.2400000000000002,0,2,835.0978,-0.6009217166511319,5.166,0.312,1.0606935802267525
3248,NN,N,Tempelziege,14.0,30.0,pn,16.0,4.85,0.73,0.0,15.0,low,11.71,Tempelziegen,12.4,11.67,0.00049505,9.33e-07,0,1,1,0,0,0.7300000000000004,1,4,835.3278,-0.19058963883665286,5.1,1.635,-0.1367922639741385
3249,ART,ART,die,19.0,0.0,det,18.0,1.2,0.17,1.0,15.0,low,12.74,das,12.86,12.69,0.109653465,6e-05,0,0,0,0,0,0.16999999999999993,0,1,836.3578,1.4075680034984492,3.93,2.6189999999999998,0.9619477060960266
3250,NN,N,Beinkleid,23.0,17.0,subj,19.0,2.85,0.65,1.0,15.0,low,13.0,Beinkleid,13.59,12.94,0.000247525,5.09e-07,0,1,1,0,0,0.6500000000000004,1,4,836.6178,0.6006234981794373,7.767,1.879,1.4335392365309367
3251,KON,KON,und,19.0,1.0,kon,20.0,1.45,0.18,1.0,15.0,low,13.59,und,13.77,13.59,0.048514851,3.63e-05,0,0,0,0,0,0.17999999999999972,0,1,837.2078,-0.3791259750562367,4.388999999999999,0.22399999999999998,0.13166670604624564
3252,ART,ART,die,22.0,0.0,det,21.0,1.25,0.09,2.0,15.0,low,13.8,die,13.86,13.77,0.109653465,6e-05,0,0,0,0,0,0.08999999999999986,0,1,837.4177999999997,-0.6546895483062425,5.818,1.2009999999999998,-0.3346532850637229
3253,NN,N,Seidenjacke,20.0,20.0,cj,22.0,3.25,0.84,1.0,15.0,low,13.86,Seidenjacke,14.7,13.86,0.00049505,9.33e-07,0,1,1,0,0,0.8399999999999999,1,4,837.4778,0.8944019751047081,7.9110000000000005,1.849,0.23258327877763862
3254,VAFIN,V,werden,0.0,3.0,root,23.0,1.75,0.34,0.0,15.0,low,15.01,wurden,15.3,14.96,0.003217822,4.57e-06,1,1,1,0,0,0.33999999999999986,0,2,838.6278,2.286758592491797,4.836,3.531,2.4234112103386782
3255,PPER,PRO,er,23.0,3.0,objd,24.0,1.55,0.2,0.0,15.0,low,15.3,ihm,15.5,15.3,0.025,2.28e-05,0,1,0,0,0,0.1999999999999993,0,2,838.9177999999997,2.127044574149901,4.526,2.42,0.32079150545879387
3256,APPRART,PREP,von,23.0,2.0,pp,25.0,1.6,0.21,0.0,15.0,low,15.5,vom,15.71,15.5,0.012376238,1.35e-05,0,0,0,0,0,0.21000000000000085,0,1,839.1178,4.325590455764142,6.2970000000000015,1.8330000000000002,0.14510524864905114
3257,NN,N,Leib,25.0,11.0,pn,26.0,1.45,0.3,0.0,15.0,low,15.78,Leib,16.01,15.71,0.00049505,9.33e-07,0,1,1,0,0,0.3000000000000007,1,3,839.3978,2.2441592306529867,7.269,10.843,0.38732404413401467
3258,NE,N,geschlitzt,26.0,18.0,app,27.0,2.6,0.46,0.0,15.0,low,16.07,geschlitzt,16.47,16.01,0.000247525,5.09e-07,0,1,1,1,1,0.4599999999999973,1,4,839.6878,0.23305906151407976,5.374,2.542,-0.3284800777297586
3259,PPER,PRO,er,2.0,3.0,subj,1.0,1.15,0.16,1.0,15.0,low,17.24,Er,17.4,17.24,0.025,2.28e-05,0,1,0,0,0,0.16000000000000014,0,2,840.8578,-0.1164083639753903,5.939,1.432,0.9471843194437326
3260,VVFIN,V,richten,0.0,10.0,root,2.0,2.9,0.435,0.0,15.0,low,17.44,richtete,17.835,17.4,0.000247525,5.09e-07,1,1,1,1,1,0.4350000000000023,1,3,841.0578,-0.2551336942963239,5.791,9.005,-0.04099546889306426
3261,PRF,PRO,sie,2.0,3.0,obja,3.0,1.4,0.115,0.0,15.0,low,17.835,sich,17.95,17.835,0.016831683,1.7e-05,0,1,0,0,0,0.11499999999999845,0,2,841.4528,0.1388798723623566,5.353,0.005,-0.25466233341418326
3262,ADV,ADV,wieder,2.0,5.0,adv,4.0,1.4,0.31,0.0,15.0,low,18.08,wieder,18.35,18.04,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.3100000000000023,0,2,841.6978,0.5189062108580946,5.455,4.166,-0.0925996921391773
3263,PTKVZ,PTKVZ,auf,2.0,2.0,avz,5.0,1.3,0.24,0.0,15.0,low,18.35,auf,18.59,18.35,0.014356436,1.51e-05,0,0,0,1,0,0.23999999999999844,0,1,841.9678,0.17554754055186336,5.524,3.397,-0.02865295689861548
3264,VVFIN,V,fallen,2.0,9.0,kon,7.0,1.4,0.29,0.0,15.0,low,19.14,fiel,19.43,19.14,0.001980198,3.05e-06,1,1,1,1,1,0.28999999999999915,1,3,842.7578,1.3740210121002003,4.704,7.558,0.6597736582552893
3265,ADV,ADV,wieder,7.0,5.0,adv,8.0,1.4,0.49,0.0,15.0,low,19.51,wieder,19.92,19.43,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.490000000000002,0,2,843.1278,1.0827183031679204,1.088,4.791,0.0813421897377146
3266,KON,KON,und,7.0,1.0,kon,9.0,1.45,0.14,0.0,15.0,low,20.21,und,20.35,20.21,0.048514851,3.63e-05,0,0,0,0,0,0.14000000000000054,0,1,843.8278,0.0556751479733022,5.5329999999999995,1.037,0.48659845230636634
3267,VVFIN,V,verlieren,9.0,9.0,cj,10.0,2.0,0.62,0.0,15.0,low,20.35,verlor,20.97,20.35,0.00049505,9.33e-07,1,1,1,1,1,0.6199999999999974,1,3,843.9678,0.5501416221705343,5.218999999999999,8.455,0.8826454281845042
3268,NN,N,Kopftuch,10.0,13.0,obja,11.0,2.85,0.72,0.0,15.0,low,21.03,Kopftuch,21.69,20.97,0.000247525,5.09e-07,0,1,1,0,0,0.7200000000000024,1,4,844.6478,0.08923551568732667,5.397,12.685,-0.23188481007615266
3269,KON,KON,und,11.0,1.0,kon,12.0,1.45,0.22,0.0,15.0,low,21.69,und,21.91,21.69,0.048514851,3.63e-05,0,0,0,0,0,0.21999999999999886,0,1,845.3078,-0.5490312434554238,4.623,0.08199999999999999,0.013877665395875247
3270,NN,N,Haarkamm,12.0,21.0,cj,13.0,2.7,0.53,0.0,15.0,low,22.0,Haarkamm,22.44,21.91,0.000247525,5.09e-07,0,1,1,0,0,0.5300000000000011,1,4,845.6178,-0.5930100046146649,7.444,1.5959999999999999,0.004693989546554716
3271,APPR,PREP,ohne,4.0,6.0,pp,1.0,1.6,0.39,1.0,15.0,low,23.28,Ohne,23.67,23.28,0.000742574,1.32e-06,0,0,0,0,0,0.39000000000000057,1,2,846.8978,-0.2627505013853585,5.939,4.5169999999999995,0.8763708759260707
3272,ART,ART,eine,3.0,3.0,det,2.0,1.0,0.38,2.0,15.0,low,23.67,einen,24.05,23.67,0.018564356,1.83e-05,0,0,0,0,0,0.37999999999999895,0,2,847.2878,-0.1759279756368618,5.979,3.318,0.6228986871564218
3273,NN,N,Kleiderfetzen,1.0,19.0,pn,3.0,4.4,0.88,1.0,15.0,low,24.19,Kleiderfetzen,24.93,24.05,0.000247525,5.09e-07,0,1,1,1,1,0.879999999999999,1,4,847.8078,-0.5819293165164899,8.092,1.919,-0.04810918054309275
3274,VVFIN,V,kriechen,0.0,14.0,root,4.0,1.8,0.41,0.0,15.0,low,25.48,kroch,25.68,25.27,0.000247525,5.09e-07,1,1,1,1,1,0.41000000000000014,1,4,849.0978,0.2687173176955457,5.7479999999999976,2.5860000000000003,0.4522145858515271
3275,PPER,PRO,er,4.0,3.0,subj,5.0,1.15,0.09,0.0,15.0,low,25.68,er,25.77,25.68,0.025,2.28e-05,0,1,0,0,0,0.08999999999999986,0,2,849.2977999999997,0.4382265897732235,5.819,1.4680000000000002,1.0188440920327855
3276,APPR,PREP,auf,4.0,2.0,pp,6.0,1.3,0.24,0.0,15.0,low,25.77,auf,26.01,25.77,0.014356436,1.51e-05,0,0,0,0,0,0.24000000000000196,0,1,849.3878,0.8310447948991723,5.754,2.414,0.7732264259208406
3277,PIDAT,ART,alle,8.0,5.0,det,7.0,1.15,0.44,1.0,15.0,low,26.11,allen,26.55,26.11,0.002970297,4.28e-06,0,0,0,0,0,0.4400000000000013,0,2,849.7278,0.18862187932144425,5.869,3.091,0.9609358751664173
3278,NN,N,Vier,6.0,9.0,pn,8.0,1.55,0.35,0.0,15.0,low,26.55,Vieren,26.9,26.55,0.000247525,5.09e-07,0,1,1,0,0,0.3499999999999979,1,3,850.1677999999997,0.3228345100446212,7.2639999999999985,1.712,0.24860021400875582
3279,ART,ART,die,12.0,0.0,det,9.0,1.25,0.12,1.0,15.0,low,26.93,die,27.02,26.9,0.109653465,6e-05,0,0,0,0,0,0.12000000000000098,0,1,850.5477999999997,0.5018419830324738,4.715,0.9209999999999999,-0.1338598325208607
3280,ADJA,ADJA,letzte,12.0,8.0,attr,10.0,1.8,0.52,2.0,15.0,low,27.11,letzten,27.54,27.02,0.00049505,9.33e-07,1,1,1,0,0,0.5199999999999996,1,3,850.7278,0.4910629109542974,7.947999999999999,5.732,0.1314888730050177
3281,CARD,CARD,hundert,12.0,9.0,attr,11.0,2.5,0.48,3.0,15.0,low,27.61,hundert,28.02,27.54,0.00049505,9.33e-07,0,1,1,0,0,0.4800000000000004,1,3,851.2278,0.04928310812949609,7.5920000000000005,2.9730000000000003,0.4656002677077028
3282,NN,N,Stufe,4.0,11.0,obja,12.0,1.9,0.28,0.0,15.0,low,28.11,Stufen,28.3,28.02,0.00049505,9.33e-07,0,1,1,0,0,0.28000000000000114,1,3,851.7278,-0.374643943939825,7.624,11.324000000000002,-0.0798765857518908
3283,ADJD,ADV,nackt,4.0,12.0,adv,13.0,1.55,0.35,0.0,15.0,low,28.55,nackt,28.7,28.35,0.001237624,2.05e-06,1,1,1,0,0,0.3499999999999979,1,4,852.1677999999997,-0.2382205983774036,4.332,9.336,0.27970905724896267
3284,PTKVZ,PTKVZ,hinauf,4.0,11.0,avz,14.0,2.45,0.47,0.0,15.0,low,28.82,hinauf,29.25,28.78,0.001732673,2.73e-06,0,0,0,0,0,0.4699999999999989,1,3,852.4378,-0.3271025853542591,7.147,2.506,0.6173883278996434
3285,VVFIN,V,streichen,4.0,11.0,kon,16.0,1.7,0.375,0.0,15.0,low,29.81,strich,29.965,29.59,0.000247525,5.09e-07,1,1,1,0,0,0.375,1,3,853.4277999999997,-0.5510273571599242,3.255,2.872,0.05822486099911462
3286,PRF,PRO,sie,16.0,3.0,objd,17.0,1.4,0.175,0.0,15.0,low,29.965,sich,30.14,29.965,0.016831683,1.7e-05,0,1,0,0,0,0.1750000000000007,0,2,853.5828,-0.5535580268973255,4.547,0.018000000000000002,-0.21673867896720386
3287,ART,ART,die,19.0,0.0,det,18.0,1.25,0.17,1.0,15.0,low,30.2,die,30.31,30.14,0.109653465,6e-05,0,0,0,0,0,0.16999999999999815,0,1,853.8178,-0.5200713621459548,4.999,0.684,-0.34615544404698784
3288,NN,N,Haar,16.0,10.0,obja,19.0,1.35,0.26,0.0,15.0,low,30.37,Haare,30.57,30.31,0.000990099,1.7e-06,0,1,1,0,0,0.2600000000000016,1,3,853.9878,-0.4590160311118191,7.808,9.527000000000001,0.8507533212884222
3289,APPR,PREP,aus,16.0,3.0,pp,20.0,1.0,0.21,0.0,15.0,low,30.57,aus,30.78,30.57,0.003960396,5.42e-06,0,0,0,0,0,0.21000000000000085,0,2,854.1878,-0.4961886551617055,4.391,3.457,0.4491744646636422
3290,ART,ART,die,22.0,0.0,det,21.0,1.6,0.17,1.0,15.0,low,30.86,dem,31.0,30.83,0.109653465,6e-05,0,0,0,0,0,0.1700000000000017,0,1,854.4778,-0.5562115168025028,5.836,0.9940000000000001,-0.12839796878338824
3291,NN,N,Gesicht,20.0,8.0,pn,22.0,1.7,0.42,0.0,15.0,low,31.03,Gesicht,31.42,31.0,0.000742574,1.32e-06,0,1,1,0,0,0.4200000000000017,1,3,854.6478,-0.21588322393575896,8.003,8.487,-0.06810435131524688
3292,KON,KON,und,16.0,1.0,kon,23.0,1.45,0.16,0.0,15.0,low,31.83,und,31.99,31.83,0.048514851,3.63e-05,0,0,0,0,0,0.16000000000000014,0,1,855.4478,0.7536333022067392,4.543,0.21600000000000005,0.03254103466382868
3293,VVFIN,V,stehen,23.0,6.0,cj,24.0,1.55,0.35,0.0,15.0,low,32.17,stand,32.34,31.99,0.002475248,3.68e-06,1,1,1,0,0,0.350000000000005,1,2,855.7878,0.06987316415679518,6.4170000000000025,6.721,0.07502818447770726
3294,ADJD,ADV,nackt,24.0,12.0,adv,25.0,1.55,0.25,0.0,15.0,low,32.57,nackt,32.74,32.49,0.001237624,2.05e-06,1,1,1,0,0,0.25,1,4,856.1878,0.09244007979604024,5.252999999999999,10.249,-0.0014029507049246538
3295,ADV,ADV,oben,24.0,9.0,adv,26.0,1.55,0.37,0.0,15.0,low,32.98,oben,33.35,32.98,0.001980198,3.05e-06,1,1,1,0,0,0.37000000000000455,1,3,856.5978,-0.5497265061213876,6.412000000000001,7.2920000000000025,0.01901055102976376
3296,APPRART,PREP,an,24.0,4.0,pp,27.0,1.1,0.22,0.0,15.0,low,33.35,am,33.57,33.35,0.008415842,9.95e-06,0,0,0,0,0,0.21999999999999886,0,2,856.9678,-0.582017726448612,5.437,1.24,-0.2904979123939626
3297,NN,N,Treppenende,27.0,22.0,pn,28.0,3.75,0.71,0.0,15.0,low,33.69,Treppenende,34.28,33.57,0.00049505,9.33e-07,0,1,1,0,0,0.7100000000000009,1,4,857.3078,-0.5057668757341659,5.19,1.735,-0.37753347515083086
3298,ART,ART,die,3.0,0.0,det,1.0,1.25,0.16,1.0,15.0,low,35.11,Die,35.24,35.08,0.109653465,6e-05,0,0,0,0,0,0.1600000000000037,0,1,858.7278,-0.58905395729438,5.939,0.812,-0.19467587410616527
3299,ADJA,ADJA,rot,3.0,11.0,attr,2.0,1.35,0.42,2.0,15.0,low,35.29,roten,35.66,35.24,0.001732673,2.73e-06,1,1,1,0,0,0.4199999999999946,1,3,858.9078,-0.6077758257641181,7.907999999999999,6.896,-0.09429475465649365
3300,NN,N,Flügel,10.0,11.0,subj,3.0,1.95,0.47,1.0,15.0,low,35.75,Flügel,36.22,35.75,0.000247525,5.09e-07,0,1,1,0,0,0.4699999999999989,1,3,859.3678,-0.6348901333789382,7.523,14.335,-0.02241721426021287
3301,ART,ART,die,5.0,0.0,det,4.0,1.15,0.2,2.0,15.0,low,36.25,der,36.42,36.22,0.109653465,6e-05,0,0,0,0,0,0.20000000000000284,0,1,859.8678,-0.4956680033292605,6.4079999999999995,0.625,0.06719739916097713
3302,NN,N,Holztüre,3.0,22.0,gmod,5.0,2.9,0.73,1.0,15.0,low,36.42,Holztüre,37.15,36.42,0.000247525,5.09e-07,0,1,1,0,0,0.7299999999999969,1,4,860.0378,-0.4653743305419111,8.07,1.83,-0.15736897146506
3303,APPR,PREP,zu,5.0,2.0,pp,6.0,2.0,0.09,1.0,15.0,low,37.18,zu,37.24,37.15,0.010643564,1.2e-05,0,0,0,0,0,0.09000000000000341,0,1,860.7977999999997,-0.599351217933208,6.728,3.373,-0.2967215536627615
3304,ART,ART,die,9.0,0.0,det,7.0,1.25,0.21,2.0,15.0,low,37.29,den,37.45,37.24,0.109653465,6e-05,0,0,0,0,0,0.21000000000000085,0,1,860.9078,-0.6083071159923459,6.329,1.155,-0.14956351987290278
3305,ADJA,ADJA,golden,9.0,14.0,attr,8.0,2.9,0.55,3.0,15.0,low,37.5,goldenen,38.0,37.45,0.008663366,1.02e-05,1,1,1,0,0,0.5499999999999972,1,4,861.1178,-0.6514186590408978,7.602,10.825,0.10523851346405987
3306,NN,N,Tempelgasse,6.0,23.0,pn,9.0,3.6,0.77,1.0,15.0,low,38.03,Tempelgassen,38.77,38.0,0.000990099,1.7e-06,0,1,1,0,0,0.7700000000000031,1,4,861.6478,-0.223033457517327,7.7010000000000005,1.6219999999999999,-0.18168702347021778
3307,VAFIN,V,sein,0.0,4.0,root,10.0,1.45,0.41,0.0,15.0,low,38.84,waren,39.18,38.77,0.011386138999999998,1.26e-05,1,1,1,0,0,0.4099999999999966,0,2,862.4578,3.3099402191405822,6.5310000000000015,4.0089999999999995,0.15716474524875806
3308,VVPP,V,zuschlagen,10.0,14.0,aux,11.0,3.55,0.63,0.0,15.0,low,39.27,zugeschlagen,39.81,39.18,0.000247525,5.09e-07,1,1,1,1,1,0.6300000000000026,1,4,862.8878,0.9041569827339836,5.816,9.355,-0.2843874545601816
3309,KON,KON,und,10.0,1.0,kon,12.0,1.45,0.17,0.0,15.0,low,40.64,und,40.81,40.64,0.048514851,3.63e-05,0,0,0,0,0,0.1700000000000017,0,1,864.2578,0.043518535428956576,3.734,0.242,-0.16761207712576462
3310,VVFIN,V,umlagern,12.0,17.0,cj,13.0,2.85,0.73,0.0,15.0,low,40.81,umlagert,41.54,40.81,0.000247525,5.09e-07,1,1,1,1,1,0.7299999999999969,1,4,864.4277999999997,0.6695653346690672,6.396,2.7239999999999998,0.9097275608642152
3311,APPR,PREP,von,13.0,2.0,pp,14.0,1.0,0.22,0.0,15.0,low,41.54,von,41.76,41.54,0.012376238,1.35e-05,0,0,0,0,0,0.21999999999999886,0,1,865.1578,0.3372708415903966,4.051,2.283,0.1921415173722475
3312,NN,N,Dutzend,14.0,11.0,pn,15.0,2.85,0.565,0.0,15.0,low,41.89,Dutzenden,42.425,41.86,0.000742574,1.32e-06,0,1,1,0,0,0.5649999999999977,1,3,865.5078,0.18727789672518266,5.059,1.7690000000000001,0.15335042780762612
3313,APPR,PREP,von,15.0,2.0,pp,16.0,1.0,0.115,0.0,15.0,low,42.425,von,42.54,42.425,0.012376238,1.35e-05,0,0,0,0,0,0.115000000000002,0,1,866.0427999999997,-0.4249355846169032,6.507999999999999,1.864,0.16510601948819068
3314,NN,N,Mönch,16.0,12.0,pn,17.0,1.75,0.64,0.0,15.0,low,42.69,Mönchen,43.18,42.54,0.003960396,5.42e-06,0,1,1,0,0,0.6400000000000006,1,4,866.3078,-0.5893263828574792,6.816,1.6230000000000002,-0.09491365576204293
3315,PRELS,PRO,die,24.0,0.0,subj,19.0,1.25,0.16,1.0,15.0,low,43.41,die,43.53,43.37,0.109653465,6e-05,0,1,0,0,0,0.1600000000000037,0,1,867.0278,1.2339694970310977,6.776,1.51,-0.39981944946263526
3316,PRF,PRO,sie,24.0,3.0,obja,20.0,1.4,0.14,2.0,15.0,low,43.53,sich,43.67,43.53,0.016831683,1.7e-05,0,1,0,0,0,0.14000000000000054,0,2,867.1478,0.8088927073455758,7.834,0.01,-0.2584803743564721
3317,APPR,PREP,gegen,24.0,4.0,pp,21.0,1.5,0.25,3.0,15.0,low,43.79,gegen,43.98,43.73,0.000742574,1.32e-06,0,0,0,0,0,0.25,0,2,867.4078,0.31634259164004325,5.291,3.161,0.13328958639279911
3318,ART,ART,die,23.0,0.0,det,22.0,1.25,0.11,4.0,15.0,low,44.01,die,44.09,43.98,0.109653465,6e-05,0,0,0,0,0,0.11000000000000654,0,1,867.6278,-0.2411974809692241,5.4620000000000015,0.746,-0.24752617846800995
3319,NN,N,Türflügel,21.0,18.0,pn,23.0,2.95,0.72,3.0,15.0,low,44.12,Türflügel,44.81,44.09,0.000247525,5.09e-07,0,1,1,0,0,0.7199999999999989,1,4,867.7378,-0.3245790910884285,8.071,1.82,-0.054078025380939275
3320,VVFIN,V,stemmen,17.0,14.0,rel,24.0,1.9,0.34,0.0,15.0,low,44.93,stemmten,45.15,44.81,0.000247525,5.09e-07,1,1,1,1,1,0.3399999999999963,1,4,868.5477999999997,-0.5728951859473042,6.087999999999999,2.551,-0.31329749612895036
3321,APPR,PREP,auf,8.0,2.0,pp,1.0,1.3,0.18,1.0,15.0,low,45.85,Auf,46.03,45.85,0.014356436,1.51e-05,0,0,0,0,0,0.17999999999999972,0,1,869.4678,0.5308313086213144,5.939,3.15,0.4454233359426843
3322,PPOSAT,ART,seine,3.0,5.0,det,2.0,1.1,0.42,2.0,15.0,low,46.03,seine,46.45,46.03,0.012376238,1.35e-05,0,0,0,0,0,0.4200000000000017,0,2,869.6478,0.3349106273648919,4.915,3.903,1.3668059397561914
3323,NN,N,Bitte,1.0,10.0,pn,3.0,1.4,0.31,1.0,15.0,low,46.48,Bitten,46.76,46.45,0.000247525,5.09e-07,0,1,1,1,1,0.3099999999999952,1,3,870.0978,-0.021172144033218102,7.737999999999999,1.7719999999999998,0.955970400521189
3324,PPER,PRO,er,6.0,3.0,obja,5.0,1.4,0.29,2.0,15.0,low,46.76,ihn,47.05,46.76,0.025,2.28e-05,0,1,0,0,0,0.28999999999999915,0,2,870.3778,-0.2839151764059192,6.449,3.904,0.179734839968059
3325,VVIZU,V,einlassen,3.0,12.0,obji,6.0,3.85,0.8,1.0,15.0,low,47.05,einzulassen,47.85,47.05,0.000247525,5.09e-07,1,1,1,0,0,0.8000000000000043,1,4,870.6677999999997,0.07473088949379007,6.274,2.818,0.39913850858957217
3326,VVFIN,V,lachen,0.0,11.0,root,8.0,1.5,0.38,0.0,15.0,low,48.17,lachte,48.5,48.12,0.000247525,5.09e-07,1,1,1,1,1,0.38000000000000256,1,3,871.7878,0.932772676111239,4.448,10.918,0.3182809524721319
3327,PIS,PRO,man,8.0,4.0,subj,9.0,1.15,0.18,0.0,15.0,low,48.56,man,48.68,48.5,0.001980198,3.05e-06,0,1,0,0,0,0.17999999999999972,0,2,872.1777999999997,0.940648041005532,4.725,0.51,0.17177811425319417
3328,PPER,PRO,er,8.0,3.0,obja,10.0,1.4,0.19,0.0,15.0,low,48.68,ihn,48.87,48.68,0.025,2.28e-05,0,1,0,0,0,0.18999999999999773,0,2,872.2977999999997,0.5176332069395062,5.345,2.78,-0.2503486197635015
3329,ADV,ADV,fast,8.0,6.0,adv,11.0,1.1,0.21,0.0,15.0,low,48.95,fast,49.16,48.95,0.000247525,5.09e-07,1,1,1,0,0,0.20999999999999366,1,2,872.5678,1.9698642968389741,5.4579999999999975,5.747000000000001,-0.32416744617698906
3330,PTKVZ,PTKVZ,aus,8.0,3.0,avz,12.0,1.0,0.37,0.0,15.0,low,49.33,aus,49.7,49.33,0.003960396,5.42e-06,0,0,0,0,0,0.37000000000000455,0,2,872.9478,-0.2729315239011452,6.481,3.614,-0.49140671174518286
3331,PPER,PRO,er,2.0,3.0,subj,1.0,1.15,0.27,1.0,15.0,low,50.45,Er,50.72,50.45,0.025,2.28e-05,0,1,0,0,0,0.269999999999996,0,2,874.0678,0.32255595713317664,5.939,1.432,1.0350449164458508
3332,VVFIN,V,weinen,0.0,12.0,root,2.0,1.95,0.62,0.0,15.0,low,50.78,weinte,51.34,50.72,0.000247525,5.09e-07,1,1,1,1,1,0.6200000000000045,1,4,874.3978,-0.2692958799393997,5.791,2.549,0.543908670658348
3333,VVFIN,V,betteln,2.0,14.0,kon,4.0,2.75,0.64,0.0,15.0,low,51.65,bettelte,52.22,51.58,0.00049505,9.33e-07,1,1,1,1,1,0.6400000000000006,1,4,875.2678,-0.10348528408932472,5.367999999999999,3.892,1.0275042363647537
3334,KON,KON,und,4.0,1.0,kon,5.0,1.45,0.26,0.0,15.0,low,52.22,und,52.48,52.22,0.048514851,3.63e-05,0,0,0,0,0,0.259999999999998,0,1,875.8378,-0.02577001794448924,6.8420000000000005,0.16399999999999998,0.9793478890164506
3335,VVFIN,V,schreien,5.0,12.0,cj,6.0,1.8,0.51,0.0,15.0,low,52.73,schrie,52.99,52.48,0.000247525,5.09e-07,1,1,1,1,1,0.5100000000000051,1,4,876.3478,0.411660000877058,7.856,10.55,1.4087974531494512
3336,APPR,PREP,um,6.0,3.0,pp,7.0,1.55,0.2,0.0,15.0,low,52.99,um,53.19,52.99,0.003960396,5.42e-06,0,0,0,0,0,0.19999999999999574,0,2,876.6078,-0.05181586353024515,4.87,2.909,1.2626460317966033
